Any,Núm. Mes,Mes,Regió Policial (RP),Àrea Bàsica Policial (ABP),Província,Comarca,Municipi,Tipus de lloc dels fets,Canal dels fets,Tipus de fet,Títol del fet (Codi Penal) o Llei de referència,Tipus de fet (Codi penal) o d'Infracció (altres lleis),Àmbit fet,Nombre fets o infraccions,Nombre víctimes
2021,1,gener,RP  Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Sant Adrià de Besòs,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,1.0
2021,1,gener,RP Camp de Tarragona,ABP Tarragonès,Tarragona,tarragones,Tarragona,partit polític,Presencial,altres,fets diversos,Diligències informatives,Orientació política,1,1.0
2021,1,gener,RP Central,ABP Anoia,Barcelona,anoia,Igualada,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces,Orientació política,1,1.0
2021,1,gener,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,1.0
2021,1,gener,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,barcelones,Barcelona,hosteleria - hotel,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,origen racial,1,1.0
2021,1,gener,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,centre d'atenció primària,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,Sexisme,1,1.0
2021,1,gener,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys,Antisemita,1,1.0
2021,3,març,RP Girona,ABP Alt Empordà - Roses,Girona,alt emporda,Resta municipis ABP Alt Empordà - Roses,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2021,1,gener,RP Central,ABP Bages,Barcelona,bages,Manresa,via pública urbana,Presencial,delictes,de les lesions,Lesions,origen racial,1,1.0
2021,1,gener,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,escola,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2021,1,gener,RP Central,ABP Bages,Barcelona,bages,Manresa,establiment - benzinera - centre comercial,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2021,1,gener,RP  Metropolitana Nord,ABP Mataró,Barcelona,maresme,Mataró,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2.0
2021,1,gener,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,habitatge - altres espais,Internet o xarxes socials,delictes,delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,LGTBI-fòbia,1,4.0
2021,1,gener,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2021,1,gener,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,segria,Lleida,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2021,1,gener,RP Central,ABP Anoia,Barcelona,anoia,Igualada,institut d'educació,Presencial,delictes,delictes contra la llibertat,Coaccions,LGTBI-fòbia,1,2.0
2021,10,octubre,RP Girona,ABP Alt Empordà - Roses,Girona,alt emporda,Resta municipis ABP Alt Empordà - Roses,establiments - restauració - bar centre comercial,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,3.0
2021,4,abril,RP Central,ABP Anoia,Barcelona,anoia,Resta municipis ABP Anoia,via pública urbana,Presencial,delictes,de les lesions,Lesions,origen racial,1,2.0
2021,1,gener,RP Central,ABP Bages,Barcelona,bages,Manresa,habitatge - altres espais,Internet o xarxes socials,delictes,delictes contra la llibertat,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,
2021,2,febrer,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,baix llobregat,Sant Vicenç dels Horts,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,discapacitat mental,1,1.0
2021,2,febrer,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,habitatge - primera residència - pis/apartament,Internet o xarxes socials,delictes,delictes contra la llibertat,Amenaces,Sexisme,1,1.0
2021,2,febrer,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,Orientació política,1,1.0
2021,2,febrer,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,baix camp,Reus,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2021,6,juny,RP Central,ABP Anoia,Barcelona,anoia,Resta municipis ABP Anoia,habitatge - primera residència - casa adossada,Presencial,delictes,delictes contra la llibertat,Amenaces,Orientació política,1,5.0
2021,2,febrer,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,barcelones,Barcelona,habitatge - primera residència - pis/apartament,Internet o xarxes socials,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2021,2,febrer,RP  Metropolitana Nord,ABP Terrassa,Barcelona,valles occidental,Terrassa,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys,LGTBI-fòbia,1,1.0
2021,2,febrer,RP Girona,ABP Baix Empordà - La Bisbal,Girona,baix emporda,Palafrugell,via pública urbana,Presencial,delictes,delictes contra la constitucio,"Contra la llibertat de consciència, religió i respecte als difunts",Religiós,1,1.0
2021,2,febrer,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,1.0
2021,2,febrer,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les lesions,Lesions,origen racial,1,2.0
2021,2,febrer,RP  Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,barcelones,Santa Coloma de Gramenet,via pública urbana,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,origen racial,1,3.0
2021,2,febrer,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,establiments - supermercat centre comercial,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,1.0
2021,2,febrer,RP Central,ABP Osona,Barcelona,osona,Vic,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,Orientació política,1,
2021,2,febrer,RP Camp de Tarragona,ABP Alt Camp - C. de Barberà,Tarragona,alt camp,Valls,dependències - policia de la generalitat - mossos d'esquadra,Internet o xarxes socials,delictes,delictes contra la llibertat,Diligències informatives,Orientació política,1,
2021,2,febrer,RP Metropolitana Sud,ABP Hospitalet de Llobregat,Barcelona,baix llobregat,l' Hospitalet de Llobregat,via pública urbana,Presencial,delictes,de les lesions,Lesions,Orientació política,1,3.0
2021,8,agost,RP Girona,ABP Alt Empordà - Roses,Girona,alt emporda,Resta municipis ABP Alt Empordà - Roses,platja,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,2.0
2021,2,febrer,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,parcs/jardins,Presencial,infraccio administrativa,llei 4/15 de proteccio de seguretat ciutadana,Altres delictes contra l'ordre públic,Orientació política,1,
2021,2,febrer,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,transport públic - tren fgc - estació,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2021,2,febrer,RP Metropolitana Barcelona,Unitat d'informació RPMB,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de l'homicidi i les seves formes,Assassinat,origen racial,1,1.0
2021,9,setembre,RP Central,ABP Anoia,Barcelona,anoia,Resta municipis ABP Anoia,cementiri,Presencial,delictes,delictes contra l'honor,Injúria,Orientació política,1,1.0
2021,2,febrer,RP  Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Sabadell,transport públic - autobús,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,1.0
2021,2,febrer,RP Central,ABP Bages,Barcelona,bages,Resta municipis ABP Bages,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys,origen racial,1,1.0
2021,2,febrer,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,barcelones,Barcelona,hospital,Presencial,delictes,de les lesions,Lesions,origen racial,1,1.0
2021,9,setembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les lesions,Lesions,Orientació política,1,1.0
2021,2,febrer,RP  Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,2.0
2021,2,febrer,RP Metropolitana Barcelona,ABP Nou Barris,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,2.0
2021,2,febrer,RP  Metropolitana Nord,ABP Rubí,Barcelona,valles occidental,Rubí,establiments - restauració - bar centre comercial,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2.0
2021,2,febrer,RP  Metropolitana Nord,ABP Rubí,Barcelona,valles occidental,Rubí,via pública urbana,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,1.0
2021,2,febrer,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,establiments - supermercat,Presencial,delictes,de les lesions,Lesions,origen racial,1,1.0
2021,2,febrer,RP Central,ABP Berguedà,Barcelona,bergueda,Resta municipis ABP Berguedà,partit polític,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys,Orientació política,1,1.0
2021,5,maig,RP Central,ABP Bages,Barcelona,moianes,Resta municipis ABP Bages,muntanya/bosc,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys,LGTBI-fòbia,1,1.0
2021,2,febrer,RP  Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces,origen racial,1,1.0
2021,2,febrer,RP Camp de Tarragona,ABP Tarragonès,Tarragona,abp tarragones,Tarragona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,
2021,2,febrer,RP Central,ABP Bages,Barcelona,bages,Manresa,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la llibertat,Amenaces,origen racial,1,2.0
2021,2,febrer,RP Girona,ABP Baix Empordà - Sant Feliu,Girona,baix emporda,Sant Feliu de Guíxols,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,Orientació política,1,
2021,2,febrer,RP Central,ABP Anoia,Barcelona,anoia,Igualada,empreses general/fàbrica,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,Religiós,1,1.0
2021,2,febrer,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,segria,Lleida,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys,Orientació política,1,1.0
2021,2,febrer,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,infraccio administrativa,llei 9/1983 reguladora del dret de reunio,"Reunió, manifestació no comunicada",Orientació política,1,
2021,2,febrer,RP  Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys,Orientació política,1,1.0
2021,2,febrer,RP Central,ABP Osona,Barcelona,osona,Vic,establiments - botiga d'alimentació/begudes,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2021,2,febrer,RP  Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,habitatge - primera residència - pis/apartament,Internet o xarxes socials,delictes,"delictes contra la intimitat, el dret a la propia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,Orientació política,1,1.0
2021,2,febrer,RP Metropolitana Barcelona,ABP Nou Barris,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les lesions,Lesions,origen racial,1,1.0
2021,2,febrer,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,origen racial,1,1.0
2021,2,febrer,RP  Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,parc natural,Presencial,altres,fets diversos,Diligències informatives,origen racial,1,2.0
2021,2,febrer,RP Girona,ABP Selva Litoral,Girona,selva,Lloret de Mar,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2.0
2021,2,febrer,RP  Metropolitana Nord,ABP Granollers,Barcelona,valles oriental,Resta municipis ABP Granollers,habitatge - primera residència - casa adossada,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,Sexisme,1,1.0
2021,7,juliol,RP Central,ABP Bages,Barcelona,bages,Resta municipis ABP Bages,centre religiós - cripta,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Robatori amb força,Orientació política,1,1.0
2021,3,març,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,barcelones,l' Hospitalet de Llobregat,via pública urbana,Presencial,infraccio administrativa,llei 4/15 de proteccio de seguretat ciutadana,Actes d'exhibició obscena/atemptat llibertat sexual,Sexisme,1,
2021,3,març,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2.0
2021,3,març,RP  Metropolitana Nord,ABP Terrassa,Barcelona,valles occidental,Terrassa,via pública urbana,Presencial,delictes,de les lesions,Lesions,origen racial,1,1.0
2021,12,desembre,RP Central,ABP Anoia,Barcelona,anoia,Resta municipis ABP Anoia,habitatge - escala/portal finca/replà,Presencial,delictes,delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1.0
2021,3,març,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,barcelones,l' Hospitalet de Llobregat,via pública urbana,Presencial,infraccio administrativa,llei 4/15 de proteccio de seguretat ciutadana,Actes d'exhibició obscena/atemptat llibertat sexual,Sexisme,1,1.0
2021,3,març,RP  Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Sabadell,empreses general/fàbrica,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2021,3,març,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,baix llobregat,Sant Vicenç dels Horts,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,discapacitat mental,1,1.0
2021,3,març,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,barcelones,Barcelona,centre de menors,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2021,3,març,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,baix camp,Reus,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces,Orientació política,1,1.0
2021,3,març,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,segria,Lleida,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys,Orientació política,1,1.0
2021,3,març,RP Metropolitana Sud,ABP Martorell,Barcelona,baix llobregat,Sant Andreu de la Barca,parcs/jardins,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,1.0
2021,1,gener,RP  Metropolitana Nord,ABP Arenys de Mar,Barcelona,maresme,Resta municipis ABP Arenys de Mar,transport públic - renfe - adif - estació,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2021,3,març,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,1.0
2021,3,març,RP Camp de Tarragona,ABP Tarragonès,Tarragona,tarragones,Tarragona,establiments - restauració - bar centre comercial,Presencial,delictes,delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1.0
2021,3,març,RP Girona,ABP Selva Interior,Girona,selva,Resta municipis ABP Selva Interior,transport públic - renfe - adif - estació,Presencial,delictes,de les lesions,Lesions,origen racial,1,1.0
2021,3,març,RP Girona,ABP Gironès - Pla de l'Estany,Girona,girones,Girona,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces,Orientació política,1,1.0
2021,3,març,RP  Metropolitana Nord,ABP Arenys de Mar,Barcelona,maresme,Resta municipis ABP Arenys de Mar,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2021,3,març,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra l'administracio de justicia,Trencament de condemna,LGTBI-fòbia,1,1.0
2021,3,març,RP  Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Sabadell,habitatge - primera residència - pis/apartament,Internet o xarxes socials,delictes,delictes contra la llibertat,Amenaces,Religiós,1,1.0
2021,3,març,RP Metropolitana Barcelona,ABP Eixample,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1.0
2021,3,març,RP Central,ABP Osona,Barcelona,osona,Vic,transport públic - renfe - adif - estació,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,1.0
2021,3,març,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,barcelones,Barcelona,habitatge - primera residència - pis/apartament,Internet o xarxes socials,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,2.0
2021,10,octubre,RP Central,ABP Bages,Barcelona,bages,Resta municipis ABP Bages,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1.0
2021,3,març,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,baix camp,Resta municipis ABP Baix Camp - Priorat,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la llibertat,Coaccions,origen racial,1,1.0
2021,2,febrer,RP Central,ABP Bages,Barcelona,bages,Resta municipis ABP Bages,habitatge - primera residència - casa adossada,Internet o xarxes socials,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,1.0
2021,4,abril,RP Girona,ABP Gironès - Pla de l'Estany,Girona,girones,Girona,establiments - botiga d'alimentació/begudes,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,Religiós,1,1.0
2021,4,abril,RP Camp de Tarragona,ABP Tarragonès,Tarragona,tarragones,Salou,establiments - restauració - bar centre comercial,Presencial,infraccio administrativa,"llei 11/14 drets lesbianes, gais, bisexuals","Actes comportin aïllament, rebuig o menyspreu",LGTBI-fòbia,1,1.0
2021,4,abril,RP  Metropolitana Nord,ABP Granollers,Barcelona,valles oriental,Resta municipis ABP Granollers,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2021,3,març,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,priorat,Resta municipis ABP Baix Camp - Priorat,via pública urbana,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys,Orientació política,1,
2021,4,abril,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,baix llobregat,Sant Feliu de Llobregat,habitatge - ascensor,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2021,4,abril,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,barcelones,Barcelona,habitatge - escala/portal finca/replà,Presencial,delictes,delictes contra la llibertat,Amenaces,origen racial,1,1.0
2021,4,abril,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,barcelones,Barcelona,centre d'atenció primària,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2021,4,abril,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,barcelones,Barcelona,habitatge - escala/portal finca/replà,Presencial,delictes,delictes contra el patrimoni i contra l'ordre socioeconomic,Danys,Orientació política,1,1.0
2021,4,abril,RP Metropolitana Sud,ABP Garraf,Barcelona,garraf,Sitges,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces,origen racial,1,1.0
2021,4,abril,RP Girona,ABP Baix Empordà - Sant Feliu,Girona,baix emporda,Sant Feliu de Guíxols,partit polític,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,Orientació política,1,1.0
2021,4,abril,RP  Metropolitana Nord,ABP Mataró,Barcelona,maresme,Mataró,transport públic - renfe - adif - estació,Presencial,delictes,de les lesions,Lesions,origen racial,1,1.0
2021,4,abril,RP Metropolitana Sud,ABP Garraf,Barcelona,garraf,Vilanova i la Geltrú,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2021,4,abril,RP Girona,ABP Selva Litoral,Girona,selva,Blanes,parcs/jardins,Presencial,delictes,delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1.0
2021,4,abril,RP Central,ABP Osona,Barcelona,osona,Vic,partit polític,Internet o xarxes socials,delictes,delictes contra la llibertat,Amenaces,Orientació política,1,1.0
2021,4,abril,RP  Metropolitana Nord,ABP Rubí,Barcelona,valles occidental,Sant Cugat del Vallès,via pública urbana,Presencial,delictes,de les lesions,Lesions,LGTBI-fòbia,1,1.0
2021,4,abril,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,segria,Lleida,habitatge - primera residència - pis/apartament,Internet o xarxes socials,delictes,delictes contra l'honor,Injúria,origen racial,1,1.0
2021,9,setembre,RP Girona,ABP Alt Empordà - Roses,Girona,alt emporda,Resta municipis ABP Alt Empordà - Roses,habitatge - primera residència - casa aïllada,Presencial,delictes,delictes contra l'honor,Injúria,Orientació política,1,1.0
2021,4,abril,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,baix llobregat,Sant Feliu de Llobregat,habitatge - ascensor,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2021,4,abril,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les lesions,Lesions,origen racial,1,1.0
2021,4,abril,RP  Metropolitana Nord,ABP Sabadell,Barcelona,valles occidental,Sabadell,transport públic - tren fgc -comboi,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2021,4,abril,RP  Metropolitana Nord,CD Caldes de Montbui,Barcelona,valles oriental,Resta municipis CD Caldes de Montbui,altres empreses de serveis,Internet o xarxes socials,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,Orientació política,1,1.0
2021,4,abril,RP  Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Sant Adrià de Besòs,partit polític,Presencial,delictes,delictes contra la llibertat,Amenaces,Orientació política,1,1.0
2021,7,juliol,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,baix camp,Resta municipis ABP Baix Camp - Priorat,via pública urbana,Presencial,delictes,delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1.0
2021,4,abril,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,barcelones,l' Hospitalet de Llobregat,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2021,4,abril,RP  Metropolitana Nord,ABP Badalona,Barcelona,barcelones,Badalona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2.0
2021,4,abril,RP Girona,ABP Gironès - Pla de l'Estany,Girona,girones,Girona,via pública urbana,Presencial,delictes,de les lesions,Lesions,Orientació política,1,2.0
2023,2,febrer,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,03.-de les lesions,Lesions (lleu),origen racial,1,
2021,4,abril,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,barcelones,Barcelona,transport públic - metro - comboi,Presencial,delictes,de les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,1.0
2021,4,abril,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,barcelones,Barcelona,habitatge - primera residència - pis/apartament,Internet o xarxes socials,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2021,4,abril,RP Camp de Tarragona,ABP Tarragonès,Tarragona,tarragones,Tarragona,via pública urbana,Presencial,delictes,delictes contra l'administracio de justicia,Trencament de condemna,LGTBI-fòbia,1,1.0
2021,5,maig,RP Metropolitana Barcelona,ABP Nou Barris,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,de les lesions,Lesions,origen racial,1,1.0
2021,5,maig,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,barcelones,Barcelona,via pública urbana,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1.0
2021,5,maig,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,barcelones,Barcelona,habitatge - primera residència - pis/apartament,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,3.0
2021,5,maig,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,barcelones,Barcelona,transport públic - renfe - adif - estació,Presencial,delictes,delictes contra la constitucio,Contra exercici drets fonamentals i llibertats públiques,origen racial,1,1.0
2021,8,agost,RP Girona,ABP Baix Empordà - La Bisbal,Girona,baix emporda,Resta municipis ABP Baix Empordà - La Bisbal,habitatge - segona residència - casa adossada,Presencial,delictes,delictes contra la llibertat,Amenaces,Orientació política,1,1.0
